,domain,phylum,class,order,family,genus,species
OTU_439,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_219,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_436,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,"unclassified_""Bacteroidales""","unclassified_""Bacteroidales""",unclassified
OTU_299,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_854,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris
OTU_1088,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
OTU_680,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,unclassified_Clostridiales,unclassified
OTU_1184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified
OTU_987,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_332,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter_hominis
OTU_554,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_795,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,unclassified
OTU_83,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium_ravenspurgense
OTU_1082,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_1083,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_901,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_jensenii
OTU_93,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,unclassified
OTU_18,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
OTU_480,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_uniformis
OTU_902,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_421,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia_mirabilis
OTU_147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_655,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_inulinivorans
OTU_452,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_506,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_27,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_corporis
OTU_903,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,unclassified
OTU_115,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,unclassified
OTU_1035,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus_subsp._whileyi
OTU_198,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_992,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_878,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,unclassified
OTU_1175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_879,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unclassified_Enterobacteriaceae,unclassified
OTU_597,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,unclassified
OTU_566,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Anaerococcus_vaginalis
OTU_254,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_catoniae
OTU_881,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
OTU_124,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,unclassified_Actinomycetaceae,unclassified
OTU_523,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,unclassified
OTU_559,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella_excrementihominis
OTU_138,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Ezakiella,Ezakiella_peruensis
OTU_826,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus_comes
OTU_502,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_iners
OTU_72,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_341,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Serratia_proteamaculans
OTU_375,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unclassified
OTU_164,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_946,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_904,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae,unclassified
OTU_8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_21,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium_vaginae
OTU_214,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,unclassified_Coriobacteriaceae,unclassified
OTU_958,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,unclassified
OTU_59,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,unclassified
OTU_461,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified_Sphingomonadaceae,unclassified
OTU_774,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,unclassified_Gammaproteobacteria,unclassified_Gammaproteobacteria,unclassified
OTU_953,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas_noxia
OTU_1146,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_905,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium_lavalense
OTU_352,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,unclassified
OTU_692,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_seifertii
OTU_657,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified
OTU_906,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,Eubacterium_siraeum
OTU_907,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas_bromi
OTU_743,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,unclassified_Alphaproteobacteria,unclassified_Alphaproteobacteria,unclassified
OTU_942,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis,Eubacterium_hallii
OTU_73,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,unclassified_Clostridiales,unclassified
OTU_10,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_iners
OTU_346,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_odontolyticus
OTU_111,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_91,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_487,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_303,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_104,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_131,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_232,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_382,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_290,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_127,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_fermentum
OTU_975,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified
OTU_57,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_619,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_782,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_977,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae,unclassified
OTU_541,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_353,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_384,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,unclassified_Bifidobacteriaceae,unclassified
OTU_302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_620,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_1022,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_xylanisolvens
OTU_499,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Anaerococcus_vaginalis
OTU_386,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_503,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_313,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_941,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_22,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_Pasteurellaceae,unclassified
OTU_293,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,unclassified
OTU_216,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified
OTU_909,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_67,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium_pyruviciproducens
OTU_426,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified
OTU_467,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_338,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium_jeikeium
OTU_152,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium_kroppenstedtii
OTU_29,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_540,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unclassified
OTU_745,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_988,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_156,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae,unclassified
OTU_505,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae,unclassified
OTU_324,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Mogibacterium,Mogibacterium_timidum
OTU_534,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae,unclassified
OTU_425,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_786,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,unclassified_Corynebacteriaceae,unclassified
OTU_604,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_276,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_409,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_180,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella_stercoricanis
OTU_500,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter_saccharivorans
OTU_1047,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_235,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,unclassified_Bifidobacteriaceae,unclassified
OTU_940,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_664,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_908,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_532,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium_xerosis
OTU_777,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_7,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_981,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_574,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_453,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_155,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter_hominis
OTU_678,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_542,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_750,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_376,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,unclassified
OTU_781,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_588,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_iners
OTU_501,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,"unclassified_""Porphyromonadaceae""",unclassified
OTU_939,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,unclassified_Corynebacteriaceae,unclassified
OTU_991,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_319,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia_dentocariosa
OTU_669,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified
OTU_333,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified
OTU_285,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae,unclassified
OTU_628,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,unclassified_Clostridiales_Incertae Sedis XI,unclassified
OTU_783,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified
OTU_973,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Anaerococcus_vaginalis
OTU_780,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unclassified
OTU_1001,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Murdochiella,Murdochiella_asaccharolytica
OTU_979,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_943,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_995,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,unclassified_Corynebacteriaceae,unclassified
OTU_482,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_667,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified_Neisseriaceae,unclassified
OTU_978,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_harei
OTU_762,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified_Pasteurellaceae,unclassified
OTU_758,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_583,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,unclassified
OTU_1054,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_1135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,unclassified
OTU_673,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unclassified_Chloroplast,Chloroplast,Streptophyta,unclassified
OTU_441,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,unclassified_Betaproteobacteria,unclassified_Betaproteobacteria,unclassified
OTU_185,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_radingae
OTU_710,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_674,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_675,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_785,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_faecis
OTU_182,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_768,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,unclassified
OTU_656,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius
OTU_1050,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_607,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_1143,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_996,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,unclassified
OTU_463,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_1020,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Finegoldia,Finegoldia_magna
OTU_1108,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella,Catonella_morbi
OTU_150,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium_rimae
OTU_312,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Anaerococcus_vaginalis
OTU_980,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,unclassified_Bifidobacteriaceae,unclassified
OTU_808,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,unclassified_Bifidobacteriaceae,unclassified
OTU_1043,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_454,Bacteria,Firmicutes,Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified_Bacilli,unclassified
OTU_994,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_814,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_580,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,unclassified_Bifidobacteriaceae,unclassified
OTU_564,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella_biformis
OTU_239,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,Enhydrobacter_aerosaccus
OTU_646,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_1145,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella_vaginalis
OTU_684,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified_Actinobacteria,unclassified
OTU_154,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_fragilis
OTU_565,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae,unclassified
OTU_681,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,unclassified
OTU_515,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_dentium
OTU_809,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,unclassified_Actinomycetales,unclassified
OTU_6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_taiwanensis
OTU_605,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,unclassified_Lactobacillales,unclassified
OTU_567,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia_wiggsiae
OTU_318,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unclassified
OTU_488,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Anaerococcus_vaginalis
OTU_570,Bacteria,Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified_Firmicutes,unclassified
OTU_183,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae,unclassified
OTU_531,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified
OTU_403,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unclassified
OTU_153,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,unclassified
OTU_96,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,unclassified
OTU_78,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium_tuberculostearicum
OTU_913,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,unclassified
OTU_1038,Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified_Bacteria,unclassified
OTU_364,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus_mulieris
